Metabolite ID	Metabolite name	Formula	Compartment
ptrc_c	Putrescine	C4H14N2	c
melib_c	Melibiose	C12H22O11	c
uama_c	UDP-N-acetylmuramoyl-L-alanine	C23H33N4O20P2	c
3oaiC15ACP_c	3-Oxoante-isopentadecanoyl-[acyl-carrier protein]	C26H47N2O9PRS	c
ptrc_e	Putrescine	C4H14N2	e
G06780_c	G06780		c
lald_DASH_L_c	L-Lactaldehyde	C3H6O2	c
glu__L_c	L-glutamate	C5H8NO4	c
sphs1p_c	sphingosine 1-phosphate	C18H37NO5P	c
achms_c	O-Acetyl-L-homoserine	C6H11NO4	c
cys_DASH_L_e	L-Cysteine	C3H7NO2S	e
cys_DASH_L_c	L-Cysteine	C3H7NO2S	c
hmgcoa_c	Hydroxymethylglutaryl-CoA	C27H39N7O20P3S	c
hcys_DASH_L_c	L-Homocysteine	C4H9NO2S	c
C04295_c	Androstenediol	C19H30O2	c
C04317_c	1-Organyl-2-lyso-sn-glycero-3-phosphocholine	C8H20NO6PR	c
13dpg_c	3-Phospho-D-glyceroyl phosphate	C3H4O10P2	c
1Dgali_c	1-alpha-D-Galactosyl-myo-inositol	C12H22O11	c
phe_DASH_L_e	L-Phenylalanine	C9H11NO2	e
glu1sa_c	L-Glutamate 1-semialdehyde	C5H9NO3	c
1Dgali_e	1-alpha-D-Galactosyl-myo-inositol	C12H22O11	e
thmmp_c	Thiamin monophosphate	C12H16N4O4PS	c
ditp_c	dITP	C10H11N4O13P3	c
C01389_c	Phytol	C20H40O	c
g3ps_e	Glycerophosphoserine	C6H13NO8P	e
pgai170_c	Phosphatidylglycerol (diante-isoheptadecanoyl, ante-iso-C17:0)	C40H78O10P1	c
g3ps_c	Glycerophosphoserine	C6H13NO8P	c
sufse_c	SufSE sulfur acceptor complex	HSR	c
pg140_c	Phosphatidylglycerol (ditetradecanoyl, n-C14:0)	C34H66O10P1	c
trdrd_c	Reduced thioredoxin	XH2	c
pi161_c	phosphatidylinositol (dihexadec-9enoyl, n-C16:1)	C41H74O13P1	c
aso3_c	arsenite	AsO3	c
msa_c	Malonate semialdehyde	C3H3O3	c
glcr_e	D-Glucarate	C6H8O8	e
glcr_c	D-Glucarate	C6H8O8	c
dtdp4d6dg_c	dTDP-4-dehydro-6-deoxy-D-glucose	C16H22N2O15P2	c
cdpdodecg_c	CDP-1,2-dioctadecanoylglycerol	C48H87N3O15P2	c
ncam_c	Nicotinamide	C6H6N2O	c
cit_c	Citrate	C6H5O7	c
hexdp_c	all-trans-Hexaprenyl diphosphate	C30H49O7P2	c
C00046_c	RNA	C10H18O13P2R2(C5H8O6PR)n	c
fdp_c	D-Fructose 1,6-bisphosphate	C6H10O12P2	c
lac6p_c	lactose 6-phosphate	C12H21O14P	c
tiC142eACP_c	trans-isoetradec-2-enoyl-[acyl-carrier protein]	C25H45N2O8PRS	c
3ohcoa_c	3-Oxohexanoyl-CoA	C27H40N7O18P3S	c
psi170_c	phosphatidylserine (diisoheptadecanoyl, iso-C17:0)	C40H77N1O10P1	c
aacoa_c	Acetoacetyl-CoA	C25H36N7O18P3S	c
pg181_c	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)	C42H78O10P1	c
germicidinA_c	germicidin A	C10H14O3	c
t3c11vaceACP_c	trans-3-cis-11-vacceoyl-[acyl-carrier protein]	C29H51N2O8PRS	c
4ampm_c	4-Amino-2-methyl-5-phosphomethylpyrimidine	C6H8N3O4P	c
citr_DASH_L_c	L-Citrulline	C6H13N3O3	c
1odec11eg3p_c	1-octadec-11-enoyl-sn-glycerol 3-phosphate	C21H39O7P1	c
4adcho_c	4-amino-4-deoxychorismate	C10H10NO5	c
cyst_DASH_L_c	L-Cystathionine	C7H14N2O4S	c
pe170_c	phosphatidylethanolamine (diheptadecanoyl, n-C17:0)	C39H78N1O8P1	c
3hpalmACP_c	R-3-hydroxypalmitoyl-[acyl-carrier protein]	C27H51N2O9PRS	c
iC14_c	Isotetradecanoate (iso-C14:0)	C14H27O2	c
3oiC9ACP_c	3-Oxoisononanoyl-[acyl-carrier protein]	C20H35N2O9PRS	c
pgp180_c	Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)	C42H81O13P2	c
psi180_c	phosphatidylserine (diisooctadecanoyl, iso-C18:0)	C42H81N1O10P1	c
hdcea_c	Hexadecenoate (n-C16:1)	C16H29O2	c
pphn_c	Prephenate	C10H8O6	c
peai150_c	phosphatidylethanolamine (diante-isopentadecanoyl, ante-iso-C15:0)	C35H70N1O8P1	c
iC16_c	Isohexadecanoate (n-C16:0)	C16H31O2	c
4izp_c	4-Imidazolone-5-propanoate	C6H7N2O3	c
C12079_c	alpha-Arbutin	C12H16O7	c
3odecACP_c	3-Oxodecanoyl-[acyl-carrier protein]	C21H37N2O9PRS	c
tiC112eACP_c	trans-isoundec-2-enoyl-[acyl-carrier protein]	C22H39N2O8PRS	c
malACPcda_c	Malonyl-[acyl-carrier protein] (specific to CDA)	C14H22N2O10PRS	c
trnacys_c	tRNA(Cys)	R	c
ddcaACPredQ_c	Dodecanoyl-ACP (n-C12:0ACP) (redQ)	C23H43N2O8PRS	c
urate_c	Urate	C5H4N4O3	c
iC14p_c	Isotetradecanoyl-phosphate (iso-C14:0)	C14H28O5P	c
ptnACP_c	Pentanoyl-ACP (n-C5:0ACP)	C16H29N2O8PRS	c
pi120_c	phosphatidylinositol (didodecanoyl, n-C12:0)	C33H62O13P1	c
g3pi_c	sn-Glycero-3-phospho-1-inositol	C9H18O11P	c
g3pi_e	sn-Glycero-3-phospho-1-inositol	C9H18O11P	e
taiC172eACP_c	trans-ante-isoheptadec-2-enoyl-[acyl-carrier protein]	C28H51N2O8PRS	c
3hhepACP_c	(R)-3-Hydroxyheptanoyl-[acyl-carrier protein]	C18H33N2O9PRS	c
tridcaACP_c	Tridecanoyl-ACP (n-C13:0ACP)	C24H45N2O8PRS	c
ugmda_c	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	C41H61N9O28P2	c
etoh_e	Ethanol	C2H6O	e
etoh_c	Ethanol	C2H6O	c
actACPact_c	Acetoacetyl-ACP (specific to actinorhodin PKS)	C15H25N2O9PRS	c
pydx_e	Pyridoxal	C8H9NO3	e
hisp_c	L-Histidinol phosphate	C6H11N3O4P	c
acg5p_c	N-Acetyl-L-glutamyl 5-phosphate	C7H9NO8P	c
undcaACP_c	Undecanoyl-ACP (n-C11:0ACP)	C22H41N2O8PRS	c
amet_c	S-Adenosyl-L-methionine	C15H23N6O5S	c
C04756_c	O-1-Alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine	C8H14NO7PR2	c
mlthf_c	5,10-Methylenetetrahydrofolate	C20H21N7O6	c
clpn181_c	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)	C81H148O17P2	c
3haiC9ACP_c	(R)-3-Hydroxyante-isononanoyl-[acyl-carrier protein]	C20H37N2O9PRS	c
3c4mop_c	3-Carboxy-4-methyl-2-oxopentanoate	C7H8O5	c
26dap_DASH_M_c	meso-2,6-Diaminoheptanedioate	C7H14N2O4	c
26dap_DASH_M_e	meso-2,6-Diaminoheptanedioate	C7H14N2O4	e
pgpi180_c	Phosphatidylglycerophosphate (diisooctadecanoyl, iso-C18:0)	C42H81O13P2	c
clpn161_c	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)	C73H132O17P2	c
cmp_e	CMP	C9H12N3O8P	e
mpt_c	molybdopterin	C10H10N5O6PS2Cu	c
cmp_c	CMP	C9H12N3O8P	c
pa150_c	1,2-dipentadecanoyl-sn-glycerol 3-phosphate	C33H63O8P1	c
bmoco1gdp_c	bis-molybdopterin mono-guanine dinucleotide	C30H32N15O20P3S4Mo	c
1aiC17g3p_c	1-ante-isoheptadecanoyl-sn-glycerol 3-phosphate	C20H39O7P1	c
dscl_c	dihydrosirohydrochlorin	C42H41N4O16	c
ferricoelichelin_c	Ferricoelichelin	C21H36N7O11Fe	c
C03427_c	Prephytoene	C40H68O7P2	c
itp_c	ITP	C10H11N4O14P3	c
ferricoelichelin_e	Ferricoelichelin	C21H36N7O11Fe	e
17ahprgstrn_c	17alpha-hydroxyprogesterone	C21H30O3	c
iad_c	indole-3-acetamide	C10H10N2O	c
pppi_c	Inorganic triphosphate	HO10P3	c
pei140_c	phosphatidylethanolamine (diisotetradecanoyl, iso-C14:0)	C33H66N1O8P1	c
man1p_c	D-Mannose 1-phosphate	C6H11O9P	c
ps120_c	phosphatidylserine (didodecanoyl, n-C12:0)	C30H57N1O10P1	c
f6p__B_c	beta-D-fructofuranose 6-phosphate(2-)	C6H11O9P	c
msh_c	mycothiol (reduced)	C17H30N2O12S	c
trnaleu_c	tRNA(Leu)	R	c
mal_DASH_L_c	L-Malate	C4H4O5	c
mal_DASH_L_e	L-Malate	C4H4O5	e
tdec2eACPredQ_c	trans-Dec-2-enoyl-[acyl-carrier protein]	C21H37N2O8PRS	c
ocdcap_c	Octadecanoyl-phosphate (n-C18:0)	C18H36O5P	c
C14805_c	1-Nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	C20H24N4O9S	c
dhmpt_c	Dihydromonapterin	C9H13N5O4	c
phaccoa_c	Phenylacetyl-CoA	C29H38N7O17P3S	c
camp_c	cAMP	C10H11N5O6P	c
3oiC6ACP_c	3-Oxoisohexanoyl-[acyl-carrier protein]	C17H29N2O9PRS	c
C06377_c	D-Galactosamine	C6H14NO8P	c
pdx5p_c	Pyridoxine 5'-phosphate	C8H10NO6P	c
3oxoadp_c	3-Oxoadipate	C6H6O5	c
ocdceap_c	Octadecanoyl-phosphate (n-C18:1)	C18H34O5P	c
asptrna_c	L-Aspartyl-tRNA(Asp)	C4H5NO3R	c
1hdec9eg3p_c	1-hexadec-9-enoyl-sn-glycerol 3-phosphate	C19H35O7P1	c
pre3b_c	Precorrin 3B	C43H44N4O17	c
hpmeACP_c	3-Hydroxypimeloyl-[acyl-carrier protein] methyl ester	C19H33N2O11PRS	c
3optdcaACP_c	3-Oxopentadecanoyl-[acyl-carrier protein]	C26H47N2O9PRS	c
3ump_e	3'-UMP	C9H11N2O9P	e
C02090_c	Trypanothione	C27H49N9O10S2	c
ocdcea_c	octadecenoate (n-C18:1)	C18H33O2	c
fru_e	D-Fructose	C6H12O6	e
melib_e	Melibiose	C12H22O11	e
3haiC7ACP_c	(R)-3-Hydroxyante-isoheptanoyl-[acyl-carrier protein]	C18H33N2O9PRS	c
piai150_c	phosphatidylinositol (diante-isopentadecanoyl, ante-iso-C15:0)	C39H74O13P1	c
fmn_c	FMN	C17H19N4O9P	c
phom_c	O-Phospho-L-homoserine	C4H8NO6P	c
pimACP_c	Pimeloyl-[acyl-carrier protein]	C18H31N2O10PRS	c
octdp_c	all-trans-Octaprenyl diphosphate	C40H65O7P2	c
epm_c	Epimelibiose	C12H22O11	c
epm_e	Epimelibiose	C12H22O11	e
fe3_c	Fe3+	Fe	c
12dgr161_c	1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)	C35H64O5	c
C14802_c	1-Nitronaphthalene-7,8-oxide	C10H7NO3	c
pgp170_c	Phosphatidylglycerophosphate (diheptadecanoyl, n-C17:0)	C40H77O13P2	c
fe3_e	Fe3+	Fe	e
C14848_c	2,3-Dihydro-2-S-glutathionyl-3-hydroxy	C16H22BrN3O7S	c
acgam_c	N-Acetyl-D-glucosamine	C8H15NO6	c
1iC14g3p_c	1-isotetradecanoyl-sn-glycerol 3-phosphate	C17H33O7P1	c
3hnonACP_c	(R)-3-Hydroxynonanoyl-[acyl-carrier protein]	C20H37N2O9PRS	c
taiC132eACP_c	trans-ante-isotridec-2-enoyl-[acyl-carrier protein]	C24H43N2O8PRS	c
glcn_c	D-Gluconate	C6H11O7	c
nadp_c	Nicotinamide adenine dinucleotide phosphate	C21H25N7O17P3	c
glcn_e	D-Gluconate	C6H11O7	e
3hcddec5eACP_c	(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein]	C23H41N2O9PRS	c
rephaccoa_c	Ring 1,2-epoxyphenylacetyl-CoA	C29H38N7O18P3S	c
trnaala_c	tRNA(Ala)	R	c
3ocvac11eACP_c	3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein]	C29H51N2O9PRS	c
cl_e	Chloride	Cl	e
pgpi160_c	Phosphatidylglycerophosphate (diisohexadecanoyl, iso-C16:0)	C38H73O13P2	c
indole_e	Indole	C8H7N	e
indole_c	Indole	C8H7N	c
cl_c	Chloride	Cl	c
ACPcda_c	acyl carrier protein (specific to CDA)	C11H21N2O7PRS	c
3hoctaACP_c	(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein]	C29H55N2O9PRS	c
hdcap_c	Hexadecanoyl-phosphate (n-C16:0)	C16H32O5P	c
2mahmp_c	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate	C6H8N3O7P2	c
f1p_c	D-Fructose 1-phosphate	C6H11O9P	c
imp_e	IMP	C10H11N4O8P	e
imp_c	IMP	C10H11N4O8P	c
4cml_c	4-Carboxymuconolactone	C7H4O6	c
copre4_c	cobalt-precorrin 4	C44H43N4O16Co	c
copre6_c	cobalt-precorrin 6	C44H45N4O16Co	c
ptd1ino_SC_c	1-phosphatidyl-myo-inositol	C11H17O13PR2	c
pgi140_c	Phosphatidylglycerol (diisotetradecanoyl, iso-C14:0)	C34H66O10P1	c
C04598_c	2-Acetyl-1-alkyl-sn-glycero-3-phosphocholine	C10H22NO7PR	c
gsn_c	Guanosine	C10H13N5O5	c
hepdcap_c	heptadecanoyl-phosphate (n-C17:0)	C17H34O5P	c
udp_c	UDP	C9H11N2O12P2	c
C14865_c	2-(S-Glutathionyl)acetyl	C12H18ClN3O7S	c
t3c5ddeceACP_c	trans-3-cis-5-dodecenoyl-[acyl-carrier protein]	C23H39N2O8PRS	c
3hoctACP_c	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]	C19H35N2O9PRS	c
pram_c	5-Phospho-beta-D-ribosylamine	C5H11NO7P	c
nmn_e	NMN	C11H14N2O8P	e
nmn_c	NMN	C11H14N2O8P	c
dutp_c	dUTP	C9H11N2O14P3	c
thchd_c	3,5/4-trihydroxycyclohexa-1,2-dione	C6H8O5	c
C14840_c	Bromobenzene-2,3-oxide	C6H5BrO	c
C05489_c	11beta,17alpha,21-Trihydroxypregnenolone	C21H32O5	c
proPCPredO_c	L-prolyl-[peptidyl carrier protein] (redO)	C16H29N3O8PRS	c
anth_c	Anthranilate	C7H6NO2	c
uacmamu_c	UDP-N-acetyl-D-mannosaminouronate	C17H22N3O18P2	c
3hadpcoa_c	(3S)-3-Hydroxyadipyl-CoA	C27H39N7O20P3S	c
ivcoa_c	Isovaleryl-CoA	C26H40N7O17P3S	c
pyam5p_c	Pyridoxamine 5'-phosphate	C8H12N2O5P	c
suchms_c	O-Succinyl-L-homoserine	C8H12NO6	c
pa181_c	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate	C39H71O8P1	c
C14800_c	1-Nitronaphthalene-5,6-oxide	C10H7NO3	c
trnathr_c	tRNA(Thr)	R	c
3ig3p_c	C'-(3-Indolyl)-glycerol 3-phosphate	C11H12NO6P	c
mobd_e	Molybdate	MoO4	e
3ooctdACP_c	3-Oxooctadecanoyl-[acyl-carrier protein]	C29H53N2O9PRS	c
mobd_c	Molybdate	MoO4	c
pa180_c	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	C39H75O8P1	c
C16332_c	trans-2-Enoyl-OPC6-CoA	C37H58N7O18P3S	c
xylt_c	Xylitol	C5H12O5	c
2obut_c	2-Oxobutanoate	C4H5O3	c
xylt_e	Xylitol	C5H12O5	e
ttdceap_c	Tetradecanoyl-phosphate (n-C14:1)	C14H26O5P	c
2mb2coa_c	trans-2-Methylbut-2-enoyl-CoA	C26H38N7O17P3S	c
hdca_c	Hexadecanoate (n-C16:0)	C16H31O2	c
4per_c	4-Phospho-D-erythronate	C4H6O8P	c
bwco_c	tungsten bispterin cofactor	C20H20N10O13P2S4W	c
3hmp_c	3-Hydroxy-2-methylpropanoate	C4H7O3	c
aconm_c	E-3-carboxy-2-pentenedioate 6-methyl ester	C7H6O6	c
pa161_c	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate	C35H63O8P1	c
nad_c	Nicotinamide adenine dinucleotide	C21H26N7O14P2	c
tptn2eACP_c	trans-pent-2-enoyl-[acyl-carrier protein]	C16H27N2O8PRS	c
ak2g_hs_c	1-alkyl-2-acylglycerol	C4H6O4R2	c
athr_DASH_L_c	L-Allo-threonine	C4H9NO3	c
ttridca2eACP_c	trans-tridec-2-enoyl-[acyl-carrier protein]	C24H43N2O8PRS	c
thex2eACPredQ_c	trans-Hex-2-enoyl-[acyl-carrier protein]	C17H29N2O8PRS	c
maltpt_c	Maltopentaose	C30H52O26	c
maltpt_e	Maltopentaose	C30H52O26	e
C00369_c	Starch	(C12H20O10)n	c
2mbACP_c	Ante-isovaleryl-ACP (ante-iso-C5:0ACP)	C16H29N2O8PRS	c
12dgri150_c	1,2-Diacyl-sn-glycerol (diisopentadecanoyl, iso-C15:0)	C33H64O5	c
copre2_c	cobalt-precorrin 2	C42H38N4O16Co	c
gam6p_c	D-Glucosamine 6-phosphate	C6H13NO8P	c
C04635_c	1-(1-Alkenyl)-sn-glycero-3-phosphoethanolamine	C7H15NO6PR	c
b2coa_c	Crotonoyl-CoA	C25H36N7O17P3S	c
chor_c	chorismate	C10H8O6	c
4abz_c	4-Aminobenzoate	C7H6NO2	c
td2coa_c	trans-Tetradec-2-enoyl-CoA	C35H56N7O17P3S	c
C16337_c	3-Hydroxy-OPC4-CoA	C35H56N7O19P3S	c
3omrsACP_c	3-Oxotetradecanoyl-[acyl-carrier protein]	C25H45N2O9PRS	c
ca2_c	Calcium	Ca	c
pgpai150_c	Phosphatidylglycerophosphate (diante-isopentadecanoyl, ante-iso-C15:0)	C36H69O13P2	c
psi160_c	phosphatidylserine (diisohexadecanoyl, iso-C16:0)	C38H73N1O10P1	c
ogmeACP_c	3-Oxo-glutaryl-[acyl-carrier protein] methyl ester	C17H27N2O11PRS	c
3hiC7ACP_c	(R)-3-Hydroxyisoheptanoyl-[acyl-carrier protein]	C18H33N2O9PRS	c
aspsa_c	L-Aspartate 4-semialdehyde	C4H7NO3	c
gmeACP_c	Glutaryl-[acyl-carrier protein] methyl ester	C17H29N2O10PRS	c
1tdec7eg3p_c	1-tetradec-7-enoyl-sn-glycerol 3-phosphate	C17H31O7P1	c
clpni150_c	cardiolipin (isotetrapentadecanoyl, iso-C15:0)	C69H132O17P2	c
pre4_c	Precorrin 4	C44H44N4O17	c
pe180_c	phosphatidylethanolamine (dioctadecanoyl, n-C18:0)	C41H82N1O8P1	c
dcaACPredQ_c	Decanoyl-ACP (n-C10:0ACP)	C21H39N2O8PRS	c
cdpdiC16g_c	CDP-1,2-diisohexadecanoylglycerol	C44H79N3O15P2	c
pydxn_e	Pyridoxine	C8H11NO3	e
his_DASH_L_e	L-Histidine	C6H9N3O2	e
his_DASH_L_c	L-Histidine	C6H9N3O2	c
C03167_c	Phosphonoacetaldehyde	C2H5O4P	c
CDAint2_c	calcium-dependent antibiotics intermediate 2	C67H76N14O26	c
3mgcoa_c	3-Methylglutaconyl-CoA	C27H37N7O19P3S	c
ppACP_c	Propionyl-ACP (n-C3:0ACP)	C14H25N2O8PRS	c
na1_c	Sodium	Na	c
na1_e	Sodium	Na	e
chol_c	Choline	C5H14NO	c
chol_e	Choline	C5H14NO	e
malACPredN_c	Malonyl-[acyl-carrier protein] (specific to RED(redN))	C14H22N2O10PRS	c
ACPredQ_c	acyl carrier protein (specific to RED(redQ))	C11H21N2O7PRS	c
4h2oglt_c	4-Hydroxy-2-oxoglutarate	C5H4O6	c
dnad_c	Deamino-NAD+	C21H24N6O15P2	c
dtmp_c	dTMP	C10H13N2O8P	c
dtmp_e	dTMP	C10H13N2O8P	e
dd2coa_c	trans-Dodec-2-enoyl-CoA	C33H52N7O17P3S	c
murein3px4p_c	two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)	C71H107N13O38	c
drib_e	Deoxyribose	C5H10O4	e
drib_c	Deoxyribose	C5H10O4	c
23dhacoa_c	2,3-dehydroadipyl-CoA	C27H37N7O19P3S	c
dadp_c	dADP	C10H12N5O9P2	c
ibACP_c	Isobutyryl-ACP (iso-C4:0ACP)	C15H27N2O8PRS	c
thep2eACP_c	trans-hep-2-enoyl-[acyl-carrier protein]	C18H31N2O8PRS	c
3oiC10ACP_c	3-Oxoisodecanoyl-[acyl-carrier protein]	C21H37N2O9PRS	c
agm_c	Agmatine	C5H16N4	c
agm_e	Agmatine	C5H16N4	e
C16618_c	6-Thioxanthine	C10H13N4O8PS	c
hexACPcda_c	Hexanoyl-ACP (n-C6:0ACP)	C17H31N2O8PRS	c
tre_c	Trehalose	C12H22O11	c
phe_DASH_L_c	L-Phenylalanine	C9H11NO2	c
gACT_e	gamma-actinorhodin	C32H22O14	e
C16333_c	3-Hydroxy-OPC6-CoA	C37H60N7O19P3S	c
prpp_c	5-Phospho-alpha-D-ribose 1-diphosphate	C5H8O14P3	c
octapb_c	octanoate (protein bound)	C8H15O	c
ipdp_c	Isopentenyl diphosphate	C5H9O7P2	c
tptdca2eACP_c	trans-pentadec-2-enoyl-[acyl-carrier protein]	C26H47N2O8PRS	c
gtca3_c	glycerol teichoic acid (n=25), unlinked, glucose substituted	C241H428N2O261P25	c
tyrtrna_c	L-Tyrosyl-tRNA(Tyr)	C9H10NO2R	c
e4p_c	D-Erythrose 4-phosphate	C4H7O7P	c
desferrioxamE_e	Ferrioxamine E (unloaded)	C25H45N6O8	e
3oddecACP_c	3-Oxododecanoyl-[acyl-carrier protein]	C23H41N2O9PRS	c
3ononACP_c	3-Oxononanoyl-[acyl-carrier protein]	C20H35N2O9PRS	c
ile_DASH_L_e	L-Isoleucine	C6H13NO2	e
ile_DASH_L_c	L-Isoleucine	C6H13NO2	c
adn_e	Adenosine	C10H13N5O4	e
prgnlone_c	pregnenolone	C21H32O2	c
3otdcoa_c	3-Oxotetradecanoyl-CoA	C35H56N7O18P3S	c
accoa_c	Acetyl-CoA	C23H34N7O17P3S	c
sufbcd_DASH_2fe2s_c	SufBCD with bound [2Fe-2S] cluster	H4O2S8Fe2R	c
gtca1_c	glycerol teichoic acid (n=25), unlinked, unsubstituted	C91H178N2O136P25	c
hgentis_c	Homogentisate	C8H7O4	c
pii150_c	phosphatidylinositol (diisopentadecanoyl, iso-C15:0)	C39H74O13P1	c
ps170_c	phosphatidylserine (diheptadecanoyl, n-C17:0)	C40H77N1O10P1	c
malACPme_c	Malonyl-[acyl-carrier protein] methyl ester	C15H25N2O10PRS	c
dhor_DASH_S_c	(S)-Dihydroorotate	C5H5N2O4	c
tiC152eACP_c	trans-isopentadec-2-enoyl-[acyl-carrier protein]	C26H47N2O8PRS	c
aiC15ACP_c	Ante-isopentadecanoyl-ACP (ante-iso-C15:0ACP)	C26H49N2O8PRS	c
moadcosh_c	MoaD Protein with thiocarboxylate	C1H1O1S1X	c
hco3_c	Bicarbonate	CHO3	c
emcoa_DASH_S_c	(2S)-ethylmalonyl-CoA	C26H37N7O19P3S	c
3otridcaACP_c	3-Oxotridecanoyl-[acyl-carrier protein]	C24H43N2O9PRS	c
o2s_c	Superoxide anion	O2	c
1iC17g3p_c	1-isoheptadecanoyl-sn-glycerol 3-phosphate	C20H39O7P1	c
cdpdhdecg_c	CDP-1,2-dihexadecanoylglycerol	C44H79N3O15P2	c
rml_c	L-Rhamnulose	C6H12O5	c
cdpdhdec9eg_c	CDP-1,2-dihexadec-9-enoylglycerol	C44H75N3O15P2	c
C01322_c	RX	XR	c
pi181_c	phosphatidylinositol (dioctadec-11-enoyl, n-C18:1)	C45H82O13P1	c
pro_DASH_L_c	L-Proline	C5H9NO2	c
pro_DASH_L_e	L-Proline	C5H9NO2	e
fadh2_c	Flavin adenine dinucleotide reduced	C27H33N9O15P2	c
acnam_c	N-acetylneuraminate	C11H18NO9	c
C02262_c	D-Galactosamine	C6H13NO5	c
cd2_e	Cadmium	Cd	e
fmettrna_c	N-Formylmethionyl-tRNA	C6H9NO2SR	c
cd2_c	Cadmium	Cd	c
paps_c	3'-Phosphoadenylyl sulfate	C10H11N5O13P2S	c
pgpi150_c	Phosphatidylglycerophosphate (diisopentadecanoyl, iso-C15:0)	C36H69O13P2	c
1hepdecg3p_c	1-heptadecanoyl-sn-glycerol 3-phosphate	C20H39O7P1	c
uppg3_c	Uroporphyrinogen III	C40H36N4O16	c
_c	Heme A	C49H54FeN4O6	c
adocbi_c	Adenosyl cobinamide	C58H84CoN16O11	c
3oaiC7ACP_c	3-Oxoante-isoheptanoyl-[acyl-carrier protein]	C18H31N2O9PRS	c
cdhfutal_c	Cyclic de-hypoxanthine futalosine	C14H13O7	c
gcald_c	Glycolaldehyde	C2H4O2	c
phetrna_c	L-Phenylalanyl-tRNA(Phe)	C9H10NOR	c
pe141_c	phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1)	C33H62N1O8P1	c
3htridcaACP_c	(R)-3-Hydroxytridecanoyl-[acyl-carrier protein]	C24H45N2O9PRS	c
dudp_c	dUDP	C9H11N2O11P2	c
sufbcd_DASH_4fe4s_c	SufBCD with bound [4Fe-4S] cluster	H4O2S10Fe4R	c
aiC17ACP_c	Ante-isoheptadecanoyl-ACP (ante-iso-C17:0ACP)	C28H53N2O8PRS	c
dna5mtc_c	a DNA 5-methylcytosine	C10H16N3O7P(C5H8O5PR)n(C5H8O5PR)n	c
dcacoa_c	Decanoyl-CoA (n-C10:0CoA)	C31H50N7O17P3S	c
2mbcoa_c	2-Methylbutanoyl-CoA	C26H40N7O17P3S	c
3hiC10ACP_c	(R)-3-Hydroxyisodecanoyl-[acyl-carrier protein]	C21H39N2O9PRS	c
4hpglx_c	4-Hydroxyphenylglyoxylate	C8H5O4	c
2mp2coa_c	2-Methylprop-2-enoyl-CoA	C25H36N7O17P3S	c
galctn_DASH_D_c	D-Galactonate	C6H11O7	c
2ippm_c	2-Isopropylmaleate	C7H8O4	c
galctn_DASH_D_e	D-Galactonate	C6H11O7	e
trnaasp_c	tRNA(Asp)	R	c
rmn_e	L-Rhamnose	C6H12O5	e
thrtrna_c	L-Threonyl-tRNA(Thr)	C4H8NO2R	c
maltttr_e	Maltotetraose	C24H42O21	e
g3pe_c	sn-Glycero-3-phosphoethanolamine	C5H14NO6P	c
maltttr_c	Maltotetraose	C24H42O21	c
ACPredL_c	acyl carrier protein (specific to RED(redL))	C11H21N2O7PRS	c
cit_e	Citrate	C6H5O7	e
zn2_e	Zinc	Zn	e
zn2_c	Zinc	Zn	c
germicidinC_c	germicidin C	C11H16O3	c
C00221_c	beta-D-Glucose	C6H12O6	c
cys__L_c	L-cysteine zwitterion	C3H7NO2S	c
C15604_c	Prenal	C5H8O(C5H8)n-1	c
tungs_e	tungstate	O4W1	e
tungs_c	tungstate	O4W1	c
lipoamp_c	lipoyl-AMP	C18H25N5O8PS2	c
lystrna_c	L-Lysine-tRNA (Lys)	C6H14N2OR	c
4abut_e	4-Aminobutanoate	C4H9NO2	e
murein5p3p_c	two linked disacharide pentapeptide and tripeptide murein units (uncrosslinked, middle of chain)	C74H114N14O40	c
4abut_c	4-Aminobutanoate	C4H9NO2	c
appl_c	1-Aminopropan-2-ol	C3H10NO	c
ggl_e	Galactosylglycerol	C9H18O8	e
ggl_c	Galactosylglycerol	C9H18O8	c
fpram_c	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine	C8H15N3O8P	c
imacp_c	3-(Imidazol-4-yl)-2-oxopropyl phosphate	C6H7N2O5P	c
