Reaction ID	Reaction name	Lower bound	Reaction equation	GPR	Pathway
3OARi80	3-oxoacyl-[acyl-carrier-protein] reductase (iso-C8:0)	-1000.0	1.0 nadph_c + 1.0 h_c + 1.0 3oiC8ACP_c <=> 1.0 3hiC8ACP_c + 1.0 nadp_c	(SVEN_RS05880 or SVEN_RS07770 or SVEN_RS07105 or SVEN_RS04390 or SVEN_RS30945 or SVEN_RS29680 or SVEN_RS08140 or SVEN_RS07770 or SVEN_RS08135 or SVEN_RS07105 or SVEN_RS09815 or SVEN_RS04390 or SVEN_RS14785 or SVEN_RS30945 or SVEN_RS09090 or SVEN_RS10985 or SVEN_RS02390 or SVEN_RS29170 or SVEN_RS26830 or SVEN_RS30320 or SVEN_RS07245 or SVEN_RS29625 or SVEN_RS24335 or SVEN_RS20315 or SVEN_RS04390 or SVEN_RS10985 or SVEN_RS02390 or SVEN_RS30320)	Cell Envelope Biosynthesis
3OARi90	3-oxoacyl-[acyl-carrier-protein] reductase (iso-C9:0)	-1000.0	1.0 3oiC9ACP_c + 1.0 nadph_c + 1.0 h_c <=> 1.0 nadp_c + 1.0 3hiC9ACP_c	(SVEN_RS05880 or SVEN_RS07770 or SVEN_RS07105 or SVEN_RS04390 or SVEN_RS30945 or SVEN_RS29680 or SVEN_RS08140 or SVEN_RS07770 or SVEN_RS08135 or SVEN_RS07105 or SVEN_RS09815 or SVEN_RS04390 or SVEN_RS14785 or SVEN_RS30945 or SVEN_RS09090 or SVEN_RS10985 or SVEN_RS02390 or SVEN_RS29170 or SVEN_RS26830 or SVEN_RS30320 or SVEN_RS07245 or SVEN_RS29625 or SVEN_RS24335 or SVEN_RS20315 or SVEN_RS04390 or SVEN_RS10985 or SVEN_RS02390 or SVEN_RS30320)	Cell Envelope Biosynthesis
3OAS100	3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0)	0.0	1.0 ocACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 co2_c + 1.0 ACP_c + 1.0 3odecACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS110	3-oxoacyl-[acyl-carrier-protein] synthase (n-C11:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 nonACP_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3oundcaACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS120	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0)	0.0	1.0 dcaACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3oddecACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS121	3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 cdec3eACP_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3ocddec5eACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS130	3-oxoacyl-[acyl-carrier-protein] synthase (n-C13:0)	0.0	1.0 malACP_c + 1.0 undcaACP_c + 1.0 h_c -> 1.0 3otridcaACP_c + 1.0 co2_c + 1.0 ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS140	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 ddcaACP_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3omrsACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS141	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 cddec5eACP_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3ocmrs7eACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS150	3-oxoacyl-[acyl-carrier-protein] synthase (n-C15:0)	0.0	1.0 tridcaACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 3optdcaACP_c + 1.0 co2_c + 1.0 ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS160	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 myrsACP_c -> 1.0 co2_c + 1.0 ACP_c + 1.0 3opalmACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	0.0	1.0 tdeACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 3ocpalm9eACP_c + 1.0 co2_c + 1.0 ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS170	3-oxoacyl-[acyl-carrier-protein] synthase (n-C17:0)	0.0	1.0 ptdcaACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 3ohepdcaACP_c + 1.0 ACP_c + 1.0 co2_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS180	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 palmACP_c -> 1.0 3ooctdACP_c + 1.0 ACP_c + 1.0 co2_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS181	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	0.0	1.0 malACP_c + 1.0 hdeACP_c + 1.0 h_c -> 1.0 3ocvac11eACP_c + 1.0 ACP_c + 1.0 co2_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS50	3-oxoacyl-[acyl-carrier-protein] synthase (n-C5:0)	0.0	1.0 ppACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 co2_c + 1.0 3optnACP_c + 1.0 ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS60	3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0)	0.0	1.0 butACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 co2_c + 1.0 ACP_c + 1.0 3ohexACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS70	3-oxoacyl-[acyl-carrier-protein] synthase (n-C7:0)	0.0	1.0 ptnACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3ohepACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS80	3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0)	0.0	1.0 hexACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 co2_c + 1.0 3ooctACP_c + 1.0 ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OAS90	3-oxoacyl-[acyl-carrier-protein] synthase (n-C9:0)	0.0	1.0 hepACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 3ononACP_c + 1.0 ACP_c + 1.0 co2_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASai110	3-oxoacyl-[acyl-carrier-protein] synthase (ante-iso-C11:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 aiC9ACP_c -> 1.0 3oaiC11ACP_c + 1.0 co2_c + 1.0 ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASai130	3-oxoacyl-[acyl-carrier-protein] synthase (ante-iso-C13:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 aiC11ACP_c -> 1.0 co2_c + 1.0 ACP_c + 1.0 3oaiC13ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASai150	3-oxoacyl-[acyl-carrier-protein] synthase (ante-iso-C15:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 aiC13ACP_c -> 1.0 co2_c + 1.0 3oaiC15ACP_c + 1.0 ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASai170	3-oxoacyl-[acyl-carrier-protein] synthase (ante-iso-C17:0)	0.0	1.0 aiC15ACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3oaiC17ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASai70	3-oxoacyl-[acyl-carrier-protein] synthase (ante-iso-C7:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 2mbACP_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3oaiC7ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASai90	3-oxoacyl-[acyl-carrier-protein] synthase (ante-iso-C9:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 aiC7ACP_c -> 1.0 co2_c + 1.0 ACP_c + 1.0 3oaiC9ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi100	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C10:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 iC8ACP_c -> 1.0 3oiC10ACP_c + 1.0 co2_c + 1.0 ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi110	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C11:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 iC9ACP_c -> 1.0 3oiC11ACP_c + 1.0 co2_c + 1.0 ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi120	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C12:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 iC10ACP_c -> 1.0 3oiC12ACP_c + 1.0 ACP_c + 1.0 co2_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi130	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C13:0)	0.0	1.0 iC11ACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3oiC13ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi140	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C14:0)	0.0	1.0 malACP_c + 1.0 iC12ACP_c + 1.0 h_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3oiC14ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi150	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C15:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 iC13ACP_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3oiC15ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi160	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C16:0)	0.0	1.0 iC14ACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 co2_c + 1.0 3oiC16ACP_c + 1.0 ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi170	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C17:0)	0.0	1.0 malACP_c + 1.0 iC15ACP_c + 1.0 h_c -> 1.0 3oiC17ACP_c + 1.0 ACP_c + 1.0 co2_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi180	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C18:0)	0.0	1.0 iC16ACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 3oiC18ACP_c + 1.0 ACP_c + 1.0 co2_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi60	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C6:0)	0.0	1.0 ibACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 3oiC6ACP_c + 1.0 ACP_c + 1.0 co2_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi70	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C7:0)	0.0	1.0 malACP_c + 1.0 h_c + 1.0 ivACP_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3oiC7ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi80	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C8:0)	0.0	1.0 malACP_c + 1.0 iC6ACP_c + 1.0 h_c -> 1.0 ACP_c + 1.0 co2_c + 1.0 3oiC8ACP_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
3OASi90	3-oxoacyl-[acyl-carrier-protein] synthase (iso-C9:0)	0.0	1.0 iC7ACP_c + 1.0 malACP_c + 1.0 h_c -> 1.0 3oiC9ACP_c + 1.0 ACP_c + 1.0 co2_c	(SVEN_RS10855 or SVEN_RS30915 or SVEN_RS33660 or SVEN_RS30710 or SVEN_RS10855 or SVEN_RS33655 or SVEN_RS30915 or SVEN_RS29670 or SVEN_RS33660 or SVEN_RS29650 or SVEN_RS30710)	Cell Envelope Biosynthesis
ALAALA	D-alanine-D-alanine ligase	0.0	2.0 ala_DASH_D_c + 1.0 atp_c -> 1.0 pi_c + 1.0 h_c + 1.0 alaala_c + 1.0 adp_c	(SVEN_RS26070)	Cell Envelope Biosynthesis
ALAALAD	D-alanine-D-alanine dipeptidase	0.0	1.0 h2o_c + 1.0 alaala_c -> 2.0 ala_DASH_D_c	(SVEN_RS04785)	Cell Envelope Biosynthesis
ALALAC	D-alanine-D-lactate ligase	0.0	1.0 lac_DASH_D_c + 1.0 ala_DASH_D_c + 1.0 atp_c -> 1.0 alalac_c + 1.0 pi_c + 1.0 h_c + 1.0 adp_c	(SVEN_RS26070)	Cell Envelope Biosynthesis
EAR100x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C10:0)	0.0	1.0 tdec2eACP_c + 1.0 nadh_c + 1.0 h_c -> 1.0 dcaACP_c + 1.0 nad_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR100y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C10:0)	0.0	1.0 tdec2eACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 dcaACP_c + 1.0 nadp_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR110x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C11:0)	0.0	1.0 tundca2eACP_c + 1.0 nadh_c + 1.0 h_c -> 1.0 undcaACP_c + 1.0 nad_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR110y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C11:0)	0.0	1.0 tundca2eACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 undcaACP_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR120x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:0)	0.0	1.0 tddec2eACP_c + 1.0 nadh_c + 1.0 h_c -> 1.0 nad_c + 1.0 ddcaACP_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR120y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:0)	0.0	1.0 tddec2eACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 ddcaACP_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR121x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C12:1)	0.0	1.0 nadh_c + 1.0 t3c5ddeceACP_c + 1.0 h_c -> 1.0 cddec5eACP_c + 1.0 nad_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR121y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C12:1)	0.0	1.0 t3c5ddeceACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 cddec5eACP_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR130x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C13:0)	0.0	1.0 ttridca2eACP_c + 1.0 nadh_c + 1.0 h_c -> 1.0 tridcaACP_c + 1.0 nad_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR130y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C13:0)	0.0	1.0 ttridca2eACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 tridcaACP_c + 1.0 nadp_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR140x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:0)	0.0	1.0 nadh_c + 1.0 tmrs2eACP_c + 1.0 h_c -> 1.0 nad_c + 1.0 myrsACP_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR140y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:0)	0.0	1.0 nadph_c + 1.0 tmrs2eACP_c + 1.0 h_c -> 1.0 nadp_c + 1.0 myrsACP_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR141x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	0.0	1.0 t3c7mrseACP_c + 1.0 nadh_c + 1.0 h_c -> 1.0 tdeACP_c + 1.0 nad_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR141y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)	0.0	1.0 t3c7mrseACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 tdeACP_c + 1.0 nadp_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR150x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C15:0)	0.0	1.0 nadh_c + 1.0 h_c + 1.0 tptdca2eACP_c -> 1.0 ptdcaACP_c + 1.0 nad_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR150y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C15:0)	0.0	1.0 nadph_c + 1.0 h_c + 1.0 tptdca2eACP_c -> 1.0 nadp_c + 1.0 ptdcaACP_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR160x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:0)	0.0	1.0 nadh_c + 1.0 h_c + 1.0 tpalm2eACP_c -> 1.0 nad_c + 1.0 palmACP_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR160y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:0)	0.0	1.0 nadph_c + 1.0 h_c + 1.0 tpalm2eACP_c -> 1.0 nadp_c + 1.0 palmACP_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR161x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	0.0	1.0 nadh_c + 1.0 t3c9palmeACP_c + 1.0 h_c -> 1.0 hdeACP_c + 1.0 nad_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR161y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C16:1)	0.0	1.0 t3c9palmeACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 nadp_c + 1.0 hdeACP_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR170x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C17:0)	0.0	1.0 nadh_c + 1.0 h_c + 1.0 thepdca2eACP_c -> 1.0 hepdcaACP_c + 1.0 nad_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR170y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C17:0)	0.0	1.0 nadph_c + 1.0 h_c + 1.0 thepdca2eACP_c -> 1.0 nadp_c + 1.0 hepdcaACP_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR180x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	0.0	1.0 toctd2eACP_c + 1.0 nadh_c + 1.0 h_c -> 1.0 ocdcaACP_c + 1.0 nad_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
EAR180y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)	0.0	1.0 toctd2eACP_c + 1.0 nadph_c + 1.0 h_c -> 1.0 ocdcaACP_c + 1.0 nadp_c	(SVEN_RS07100 or SVEN_RS30705)	Cell Envelope Biosynthesis
